Full Name,Email,Age,Zip,Phone,Gender,City,State,Password,Street,Major,Courses 1,Course 1 Name,Course 1 Details,Course 1 Type,Course 1 Section,Course 1 Section Limit,Course 1 HW_No,Course 1 HW_Details,Course 1 HW_Grade,Course 1 EXAM_No,Course 1 Exam_Details,Course 1 EXAM_Grade,Courses 2,Course 2 Name,Course 2 Details,Course 2 Type,Course 2 Section,Course 2 Section Limit,Course 2 HW_No,Course 2 HW_Details,Course 2 HW_Grade,Course 2 EXAM_No,Course 2 Exam_Details,Course 2 EXAM_Grade,Courses 3,Course 3 Name,Course 3 Details,Course 3 Type,Course 3 Section,Course 3 Section Limit,Course 3 HW_No,Course 3 HW_Details,Course 3 HW_Grade,Course 3 EXAM_No,Course 3 Exam_Details,Course 3 EXAM_Grade
Al Schamberger,asc5301@lionstate.edu,18,32667,9511676372,M,Micanopy,Florida,tj74r303,9599 La Sierra St. ,CSE,CMPSC448,Machine Learning and Algorithmic AI,Regular 3 credit course offered only on campus,Reg,1.0,40,1.0,Submit this homework on CanvasPath. Grade is out of 100,73.0,1.0,Closed book exam for 100 marks,84.0,CMPSC497,Introduction to Data Mining,Regular 3 credit course offered only on campus,Cap,1.0,40,1.0,Submit this homework on CanvasPath. Grade is out of 100,75.0,,,,CSE543,Computer Security,Regular 3 credit course offered only on campus,Reg,1.0,30,1.0,Submit this homework on CanvasPath. Grade is out of 100,71.0,1.0,Closed book exam for 100 marks,74.0
Cathryn Dach MD,cda4101@lionstate.edu,20,46774,3502940059,M,New Haven,Indiana,xs85pn08,18 Lakeview Street ,MATH,EE353,Applied Electromagnetics,Regular 3 credit course offered only on campus,Reg,1.0,40,1.0,Submit this homework on CanvasPath. Grade is out of 100,64.0,1.0,Closed book exam for 100 marks,62.0,PHYS211,Thermal Physics,Regular 3 credit course offered only on campus,Reg,1.0,40,1.0,Submit this homework on CanvasPath. Grade is out of 100,87.0,1.0,Closed book exam for 100 marks,72.0,CHEM111,Experimental Chemistry,Regular 3 credit course offered only on campus,Reg,2.0,40,1.0,Submit this homework on CanvasPath. Grade is out of 100,94.0,1.0,Closed book exam for 100 marks,75.0
Adrian Jacobson I,aja6920@lionstate.edu,18,95303,3778021432,F,Ballico,California,957kzj9i,266 Second Street ,CMPEN,CMPSC461,Programming Language Concepts,Regular 3 credit course offered only on campus,Reg,2.0,30,1.0,Submit this homework on CanvasPath. Grade is out of 100,65.0,1.0,Closed book exam for 100 marks,89.0,DS220,Data Modelling,Regular 3 credit course offered only on campus,Reg,1.0,40,1.0,Submit this homework on CanvasPath. Grade is out of 100,86.0,1.0,Closed book exam for 100 marks,71.0,CMPEN362,Communication Networks,Regular 3 credit course offered only on campus,Reg,2.0,40,1.0,Submit this homework on CanvasPath. Grade is out of 100,87.0,1.0,Closed book exam for 100 marks,97.0
Albin Effertz,aef3745@lionstate.edu,21,93615,6489956267,M,Cutler,California,laqw8wy4,251 West Sheffield Drive ,CHEM,CMPEN270,Embedded Systems Design,Regular 3 credit course offered only on campus,Reg,1.0,40,1.0,Submit this homework on CanvasPath. Grade is out of 100,99.0,1.0,Closed book exam for 100 marks,61.0,STAT415,Introduction to Mathematical Statistics,Regular 3 credit course offered only on campus,Reg,1.0,40,1.0,Submit this homework on CanvasPath. Grade is out of 100,89.0,1.0,Closed book exam for 100 marks,94.0,CHEM111,Experimental Chemistry,Regular 3 credit course offered only on campus,Reg,2.0,40,1.0,Submit this homework on CanvasPath. Grade is out of 100,70.0,1.0,Closed book exam for 100 marks,86.0
Candido Corwin,cco1519@lionstate.edu,22,60458,1177061592,M,Justice,Illinois,xgedsmm3,8401 Green Rd. ,IST,CMPSC461,Programming Language Concepts,Regular 3 credit course offered only on campus,Reg,1.0,40,1.0,Submit this homework on CanvasPath. Grade is out of 100,79.0,1.0,Closed book exam for 100 marks,84.0,MATH141,Matrices,Regular 3 credit course offered only on campus,Reg,2.0,30,1.0,Submit this homework on CanvasPath. Grade is out of 100,62.0,1.0,Closed book exam for 100 marks,86.0,EE212,Introduction to Signal Conditioning ,Regular 3 credit course offered only on campus,Reg,2.0,40,1.0,Submit this homework on CanvasPath. Grade is out of 100,94.0,1.0,Closed book exam for 100 marks,64.0
Brooklyn Roob,bro8229@lionstate.edu,19,51033,8814372695,F,Linn Grove,Iowa,wd4s9vg9,8985 Cambridge Ave. ,ECON,MATH231,Vector Calculus,Regular 3 credit course offered only on campus,Reg,1.0,40,1.0,Submit this homework on CanvasPath. Grade is out of 100,81.0,1.0,Closed book exam for 100 marks,68.0,CMPEN431,Introduction to Computer Architecture,Regular 3 credit course offered only on campus,Reg,1.0,40,1.0,Submit this homework on CanvasPath. Grade is out of 100,76.0,1.0,Closed book exam for 100 marks,73.0,PHYS213,General Physics: Electricity and Magnetism,Regular 3 credit course offered only on campus,Reg,1.0,30,1.0,Submit this homework on CanvasPath. Grade is out of 100,69.0,1.0,Closed book exam for 100 marks,64.0
Damian Cremin,dcr2568@lionstate.edu,21,62689,9954381442,F,Thayer,Illinois,kmi4uxpg,120 Heritage Lane ,CHEM,CMPSC448,Machine Learning and Algorithmic AI,Regular 3 credit course offered only on campus,Reg,1.0,40,1.0,Submit this homework on CanvasPath. Grade is out of 100,81.0,1.0,Closed book exam for 100 marks,93.0,EE353,Applied Electromagnetics,Regular 3 credit course offered only on campus,Reg,1.0,40,1.0,Submit this homework on CanvasPath. Grade is out of 100,63.0,1.0,Closed book exam for 100 marks,90.0,CHEM111,Experimental Chemistry,Regular 3 credit course offered only on campus,Reg,1.0,30,1.0,Submit this homework on CanvasPath. Grade is out of 100,69.0,1.0,Closed book exam for 100 marks,100.0
Aditya Powlowski,apo8918@lionstate.edu,18,62694,1379175107,M,Winchester,Illinois,v05k1v63,7130 Longfellow Dr. ,STAT,CMPEN411,VLSI Digital Circuits,Regular 3 credit course offered only on campus,Reg,2.0,30,1.0,Submit this homework on CanvasPath. Grade is out of 100,94.0,1.0,Closed book exam for 100 marks,68.0,EE320,Network Security and Cryptography,Regular 3 credit course offered only on campus,Reg,2.0,30,1.0,Submit this homework on CanvasPath. Grade is out of 100,84.0,1.0,Closed book exam for 100 marks,74.0,CMPEN331,Computer Organization And Design,Regular 3 credit course offered only on campus,Reg,2.0,40,1.0,Submit this homework on CanvasPath. Grade is out of 100,80.0,1.0,Closed book exam for 100 marks,69.0
Bryce Beahan,bbe8960@lionstate.edu,18,95717,1356781137,F,Gold Run,California,thufxhze,7764 Union Avenue ,DS,EE352,Design of Digital Circuits and Systems,Regular 3 credit course offered only on campus,Reg,2.0,30,1.0,Submit this homework on CanvasPath. Grade is out of 100,60.0,1.0,Closed book exam for 100 marks,70.0,MATH141,Matrices,Regular 3 credit course offered only on campus,Reg,2.0,30,1.0,Submit this homework on CanvasPath. Grade is out of 100,63.0,1.0,Closed book exam for 100 marks,61.0,EE212,Introduction to Signal Conditioning ,Regular 3 credit course offered only on campus,Reg,2.0,40,1.0,Submit this homework on CanvasPath. Grade is out of 100,86.0,1.0,Closed book exam for 100 marks,61.0
Carol Price,cpr2105@lionstate.edu,18,47802,6533792049,F,Terre Haute,Indiana,y8x1jptl,91 S. Gartner Street ,ECON,PHYS212,Solid State Physics,Regular 3 credit course offered only on campus,Reg,2.0,30,1.0,Submit this homework on CanvasPath. Grade is out of 100,75.0,1.0,Closed book exam for 100 marks,69.0,STAT319,Applied Statistics in Science,Regular 3 credit course offered only on campus,Reg,2.0,30,1.0,Submit this homework on CanvasPath. Grade is out of 100,83.0,1.0,Closed book exam for 100 marks,62.0,PHYS211,Thermal Physics,Regular 3 credit course offered only on campus,Reg,2.0,40,1.0,Submit this homework on CanvasPath. Grade is out of 100,74.0,1.0,Closed book exam for 100 marks,93.0
Dane Hirthe,dhi1400@lionstate.edu,18,61049,4132080058,M,Lindenwood,Illinois,1va14zi3,119 Harvey Street ,CHEM,CMPEN351,Microprocessors,Regular 3 credit course offered only on campus,Reg,1.0,40,1.0,Submit this homework on CanvasPath. Grade is out of 100,86.0,1.0,Closed book exam for 100 marks,94.0,EE330,Energy Systems,Regular 3 credit course offered only on campus,Reg,1.0,40,1.0,Submit this homework on CanvasPath. Grade is out of 100,89.0,1.0,Closed book exam for 100 marks,90.0,CMPEN411,VLSI Digital Circuits,Regular 3 credit course offered only on campus,Reg,1.0,30,1.0,Submit this homework on CanvasPath. Grade is out of 100,72.0,1.0,Closed book exam for 100 marks,69.0
Alexandre O'Hara,ao'9620@lionstate.edu,20,32218,8854565500,M,Jacksonville,Florida,p7zeye92,461 Heather Street ,EE,CMPSC497,Introduction to Data Mining,Regular 3 credit course offered only on campus,Cap,2.0,30,1.0,Submit this homework on CanvasPath. Grade is out of 100,66.0,,,,ECON201,Intermediate Microeconomic Analysis,Regular 3 credit course offered only on campus,Reg,1.0,40,1.0,Submit this homework on CanvasPath. Grade is out of 100,61.0,1.0,Closed book exam for 100 marks,81.0,EE330,Energy Systems,Regular 3 credit course offered only on campus,Reg,2.0,40,1.0,Submit this homework on CanvasPath. Grade is out of 100,68.0,1.0,Closed book exam for 100 marks,64.0
Catharine Stamm,cst7897@lionstate.edu,19,80203,3795340714,F,Denver,Colorado,hqjkh5qw,251 West Sheffield Drive ,IST,CMPEN411,VLSI Digital Circuits,Regular 3 credit course offered only on campus,Reg,1.0,40,1.0,Submit this homework on CanvasPath. Grade is out of 100,66.0,1.0,Closed book exam for 100 marks,78.0,EE311,Devices and Circuits I,Regular 3 credit course offered only on campus,Reg,1.0,40,1.0,Submit this homework on CanvasPath. Grade is out of 100,81.0,1.0,Closed book exam for 100 marks,62.0,CMPEN331,Computer Organization And Design,Regular 3 credit course offered only on campus,Reg,2.0,40,1.0,Submit this homework on CanvasPath. Grade is out of 100,90.0,1.0,Closed book exam for 100 marks,72.0
Cecilia Wilderman,cwi9823@lionstate.edu,18,93657,3164914600,F,Sanger,California,ld6euu2f,798 North Euclid Drive ,CHEM,ECON201,Intermediate Microeconomic Analysis,Regular 3 credit course offered only on campus,Reg,1.0,40,1.0,Submit this homework on CanvasPath. Grade is out of 100,75.0,1.0,Closed book exam for 100 marks,90.0,ECON102,Introductory Microeconomic Analysis and Policy,Regular 3 credit course offered only on campus,Reg,2.0,30,1.0,Submit this homework on CanvasPath. Grade is out of 100,85.0,1.0,Closed book exam for 100 marks,78.0,MATH140,Calculus with Analytic Geometry,Regular 3 credit course offered only on campus,Reg,1.0,30,1.0,Submit this homework on CanvasPath. Grade is out of 100,71.0,1.0,Closed book exam for 100 marks,83.0
Camren Murphy,cmu4682@lionstate.edu,19,62311,9945148447,F,Augusta,Illinois,g1pp37m7,182 Spring Street ,EE,EE210,Continuous Time Linear Systems,Regular 3 credit course offered only on campus,Reg,2.0,30,1.0,Submit this homework on CanvasPath. Grade is out of 100,69.0,1.0,Closed book exam for 100 marks,83.0,PHYS214,General Physics: Wave Motion and Quantum Physics,Regular 3 credit course offered only on campus,Reg,2.0,30,1.0,Submit this homework on CanvasPath. Grade is out of 100,97.0,1.0,Closed book exam for 100 marks,84.0,CMPSC360,Discrete Mathematics for CMPSC,Regular 3 credit course offered only on campus,Reg,1.0,30,1.0,Submit this homework on CanvasPath. Grade is out of 100,94.0,1.0,Closed book exam for 100 marks,77.0
Alejandrin Brekke,abr4642@lionstate.edu,21,31757,1869270397,F,Thomasville,Georgia,ysawmj9y,336 Myrtle Street ,STAT,CSE543,Computer Security,Regular 3 credit course offered only on campus,Reg,2.0,30,1.0,Submit this homework on CanvasPath. Grade is out of 100,74.0,1.0,Closed book exam for 100 marks,61.0,MATH141,Matrices,Regular 3 credit course offered only on campus,Reg,1.0,40,1.0,Submit this homework on CanvasPath. Grade is out of 100,92.0,1.0,Closed book exam for 100 marks,62.0,CMPSC497,Introduction to Data Mining,Regular 3 credit course offered only on campus,Cap,2.0,40,1.0,Submit this homework on CanvasPath. Grade is out of 100,69.0,,,
Cloyd Walsh,cwa6554@lionstate.edu,21,32464,8779671930,F,Westville,Florida,qe0iy7nq,78 South Brewery Ave. ,DS,IST128,Introduction to Python,Regular 3 credit course offered only on campus,Reg,2.0,30,1.0,Submit this homework on CanvasPath. Grade is out of 100,74.0,1.0,Closed book exam for 100 marks,74.0,PHYS213,General Physics: Electricity and Magnetism,Regular 3 credit course offered only on campus,Reg,1.0,40,1.0,Submit this homework on CanvasPath. Grade is out of 100,92.0,1.0,Closed book exam for 100 marks,85.0,CMPEN411,VLSI Digital Circuits,Regular 3 credit course offered only on campus,Reg,2.0,40,1.0,Submit this homework on CanvasPath. Grade is out of 100,99.0,1.0,Closed book exam for 100 marks,60.0
Aisha Wolff II,awo8057@lionstate.edu,22,46239,7157746934,M,Indianapolis,Indiana,n24jab1u,8687 N. Sleepy Hollow Court ,PHYS,ECON102,Introductory Microeconomic Analysis and Policy,Regular 3 credit course offered only on campus,Reg,1.0,40,1.0,Submit this homework on CanvasPath. Grade is out of 100,96.0,1.0,Closed book exam for 100 marks,97.0,STAT318,Elementary Probability,Regular 3 credit course offered only on campus,Reg,2.0,30,1.0,Submit this homework on CanvasPath. Grade is out of 100,94.0,1.0,Closed book exam for 100 marks,79.0,EE340,Design in Communications,Regular 3 credit course offered only on campus,Cap,1.0,30,1.0,Submit this homework on CanvasPath. Grade is out of 100,70.0,,,
Chaim Batz,cba7752@lionstate.edu,20,91941,4392090568,F,La Mesa,California,7ypnjh47,285 Dogwood Drive ,CSE,CMPEN270,Embedded Systems Design,Regular 3 credit course offered only on campus,Reg,1.0,40,1.0,Submit this homework on CanvasPath. Grade is out of 100,97.0,1.0,Closed book exam for 100 marks,67.0,CMPEN411,VLSI Digital Circuits,Regular 3 credit course offered only on campus,Reg,2.0,30,1.0,Submit this homework on CanvasPath. Grade is out of 100,72.0,1.0,Closed book exam for 100 marks,69.0,STAT319,Applied Statistics in Science,Regular 3 credit course offered only on campus,Reg,2.0,40,1.0,Submit this homework on CanvasPath. Grade is out of 100,61.0,1.0,Closed book exam for 100 marks,73.0
Breanna Turcotte,btu9894@lionstate.edu,18,95824,2336361264,F,Sacramento,California,v9p6v25z,87 Vermont St. ,CMPSC,CMPEN411,VLSI Digital Circuits,Regular 3 credit course offered only on campus,Reg,1.0,40,1.0,Submit this homework on CanvasPath. Grade is out of 100,90.0,1.0,Closed book exam for 100 marks,69.0,EE212,Introduction to Signal Conditioning ,Regular 3 credit course offered only on campus,Reg,1.0,40,1.0,Submit this homework on CanvasPath. Grade is out of 100,75.0,1.0,Closed book exam for 100 marks,77.0,CSE583,Pattern Recognition,Regular 3 credit course offered only on campus,Reg,2.0,40,1.0,Submit this homework on CanvasPath. Grade is out of 100,100.0,1.0,Closed book exam for 100 marks,87.0
Citlalli Strosin,cst5445@lionstate.edu,21,92131,2249960857,F,San Diego,California,bgqgje4n,285 Dogwood Drive ,CMPEN,CHEM112,Chemical Principles,Regular 3 credit course offered only on campus,Reg,1.0,40,1.0,Submit this homework on CanvasPath. Grade is out of 100,94.0,1.0,Closed book exam for 100 marks,71.0,CMPSC465,Data structures and algorithms,Regular 3 credit course offered only on campus,Reg,1.0,40,1.0,Submit this homework on CanvasPath. Grade is out of 100,68.0,1.0,Closed book exam for 100 marks,72.0,STAT319,Applied Statistics in Science,Regular 3 credit course offered only on campus,Reg,2.0,40,1.0,Submit this homework on CanvasPath. Grade is out of 100,93.0,1.0,Closed book exam for 100 marks,86.0
Danny Boyer,dbo6055@lionstate.edu,19,32211,9596105189,M,Jacksonville,Florida,ibqumeb3,453 North Elm Dr. ,STAT,CMPEN411,VLSI Digital Circuits,Regular 3 credit course offered only on campus,Reg,2.0,30,1.0,Submit this homework on CanvasPath. Grade is out of 100,83.0,1.0,Closed book exam for 100 marks,83.0,ECON102,Introductory Microeconomic Analysis and Policy,Regular 3 credit course offered only on campus,Reg,1.0,40,1.0,Submit this homework on CanvasPath. Grade is out of 100,71.0,1.0,Closed book exam for 100 marks,70.0,CMPSC360,Discrete Mathematics for CMPSC,Regular 3 credit course offered only on campus,Reg,1.0,30,1.0,Submit this homework on CanvasPath. Grade is out of 100,94.0,1.0,Closed book exam for 100 marks,80.0
Colton Simonis I,csi7325@lionstate.edu,22,62938,6977284056,M,Golconda,Illinois,m6nwqse8,259 Cleveland Road ,EE,EE210,Continuous Time Linear Systems,Regular 3 credit course offered only on campus,Reg,1.0,40,1.0,Submit this homework on CanvasPath. Grade is out of 100,62.0,1.0,Closed book exam for 100 marks,87.0,CMPEN351,Microprocessors,Regular 3 credit course offered only on campus,Reg,1.0,40,1.0,Submit this homework on CanvasPath. Grade is out of 100,69.0,1.0,Closed book exam for 100 marks,99.0,CMPEN270,Embedded Systems Design,Regular 3 credit course offered only on campus,Reg,2.0,40,1.0,Submit this homework on CanvasPath. Grade is out of 100,96.0,1.0,Closed book exam for 100 marks,97.0
Einar Homenick I,eho2438@lionstate.edu,19,81654,7602571885,F,Snowmass,Colorado,t9rgkjvk,8687 N. Sleepy Hollow Court ,CMPSC,STAT415,Introduction to Mathematical Statistics,Regular 3 credit course offered only on campus,Reg,1.0,40,1.0,Submit this homework on CanvasPath. Grade is out of 100,69.0,1.0,Closed book exam for 100 marks,85.0,PHYS213,General Physics: Electricity and Magnetism,Regular 3 credit course offered only on campus,Reg,2.0,30,1.0,Submit this homework on CanvasPath. Grade is out of 100,84.0,1.0,Closed book exam for 100 marks,64.0,CMPEN270,Embedded Systems Design,Regular 3 credit course offered only on campus,Reg,1.0,30,1.0,Submit this homework on CanvasPath. Grade is out of 100,85.0,1.0,Closed book exam for 100 marks,100.0
Gladyce Langworth,gla6703@lionstate.edu,21,30619,7358826683,F,Arnoldsville,Georgia,citvflsq,4 Old Academy Drive ,IST,EE330,Energy Systems,Regular 3 credit course offered only on campus,Reg,2.0,30,1.0,Submit this homework on CanvasPath. Grade is out of 100,72.0,1.0,Closed book exam for 100 marks,89.0,STAT318,Elementary Probability,Regular 3 credit course offered only on campus,Reg,2.0,30,1.0,Submit this homework on CanvasPath. Grade is out of 100,63.0,1.0,Closed book exam for 100 marks,84.0,CMPEN270,Embedded Systems Design,Regular 3 credit course offered only on campus,Reg,2.0,40,1.0,Submit this homework on CanvasPath. Grade is out of 100,61.0,1.0,Closed book exam for 100 marks,79.0
Eileen Ullrich,eul3401@lionstate.edu,18,67450,3288744458,F,Holyrood,Kansas,wiz18kft,863 Stillwater Road ,EE,ECON101,Principles of Economics,Regular 3 credit course offered only on campus,Reg,2.0,30,1.0,Submit this homework on CanvasPath. Grade is out of 100,92.0,1.0,Closed book exam for 100 marks,68.0,ECON102,Introductory Microeconomic Analysis and Policy,Regular 3 credit course offered only on campus,Reg,2.0,30,1.0,Submit this homework on CanvasPath. Grade is out of 100,67.0,1.0,Closed book exam for 100 marks,75.0,CMPEN351,Microprocessors,Regular 3 credit course offered only on campus,Reg,1.0,30,1.0,Submit this homework on CanvasPath. Grade is out of 100,77.0,1.0,Closed book exam for 100 marks,100.0
Giovanni Jerde,gje5238@lionstate.edu,20,83856,4437835595,M,Priest River,Idaho,ukbofbpy,26 Johnson St. ,ECON,EE210,Continuous Time Linear Systems,Regular 3 credit course offered only on campus,Reg,2.0,30,1.0,Submit this homework on CanvasPath. Grade is out of 100,71.0,1.0,Closed book exam for 100 marks,99.0,CMPEN454,Fundamentals of Computer Vision,Regular 3 credit course offered only on campus,Cap,1.0,40,1.0,Submit this homework on CanvasPath. Grade is out of 100,90.0,,,,ECON102,Introductory Microeconomic Analysis and Policy,Regular 3 credit course offered only on campus,Reg,1.0,30,1.0,Submit this homework on CanvasPath. Grade is out of 100,92.0,1.0,Closed book exam for 100 marks,72.0
Ferne Emard,fem3105@lionstate.edu,22,81320,1636378293,F,Cahone,Colorado,maw8k1p2,88 Harrison Street ,EE,CMPEN351,Microprocessors,Regular 3 credit course offered only on campus,Reg,1.0,40,1.0,Submit this homework on CanvasPath. Grade is out of 100,87.0,1.0,Closed book exam for 100 marks,67.0,CSE543,Computer Security,Regular 3 credit course offered only on campus,Reg,1.0,40,1.0,Submit this homework on CanvasPath. Grade is out of 100,66.0,1.0,Closed book exam for 100 marks,81.0,ECON201,Intermediate Microeconomic Analysis,Regular 3 credit course offered only on campus,Reg,2.0,40,1.0,Submit this homework on CanvasPath. Grade is out of 100,63.0,1.0,Closed book exam for 100 marks,90.0
Elwin Waelchi,ewa3673@lionstate.edu,21,96701,5445272807,F,Aiea,Hawaii,2a5d4gvm,798 North Euclid Drive ,CMPEN,EE211,Circuit Theory,Regular 3 credit course offered only on campus,Reg,2.0,30,1.0,Submit this homework on CanvasPath. Grade is out of 100,89.0,1.0,Closed book exam for 100 marks,60.0,EE340,Design in Communications,Regular 3 credit course offered only on campus,Cap,2.0,30,1.0,Submit this homework on CanvasPath. Grade is out of 100,78.0,,,,CHEM111,Experimental Chemistry,Regular 3 credit course offered only on campus,Reg,1.0,30,1.0,Submit this homework on CanvasPath. Grade is out of 100,98.0,1.0,Closed book exam for 100 marks,68.0
Earl Dare,eda6907@lionstate.edu,22,95680,8648771218,F,Ryde,California,n1otsmb8,259 Cleveland Road ,IST,EE353,Applied Electromagnetics,Regular 3 credit course offered only on campus,Reg,2.0,30,1.0,Submit this homework on CanvasPath. Grade is out of 100,63.0,1.0,Closed book exam for 100 marks,65.0,EE330,Energy Systems,Regular 3 credit course offered only on campus,Reg,2.0,30,1.0,Submit this homework on CanvasPath. Grade is out of 100,70.0,1.0,Closed book exam for 100 marks,95.0,CSE583,Pattern Recognition,Regular 3 credit course offered only on campus,Reg,1.0,30,1.0,Submit this homework on CanvasPath. Grade is out of 100,98.0,1.0,Closed book exam for 100 marks,73.0
Gilda Parisian,gpa9063@lionstate.edu,20,47805,2228691354,F,Terre Haute,Indiana,0uek82zt,26 Johnson St. ,ECON,CMPEN411,VLSI Digital Circuits,Regular 3 credit course offered only on campus,Reg,2.0,30,1.0,Submit this homework on CanvasPath. Grade is out of 100,63.0,1.0,Closed book exam for 100 marks,75.0,CMPSC448,Machine Learning and Algorithmic AI,Regular 3 credit course offered only on campus,Reg,1.0,40,1.0,Submit this homework on CanvasPath. Grade is out of 100,87.0,1.0,Closed book exam for 100 marks,65.0,EE311,Devices and Circuits I,Regular 3 credit course offered only on campus,Reg,2.0,40,1.0,Submit this homework on CanvasPath. Grade is out of 100,91.0,1.0,Closed book exam for 100 marks,75.0
Ilene Schamberger,isc1736@lionstate.edu,19,81521,2398899151,F,Fruita,Colorado,gfqase8s,119 Harvey Street ,MATH,EE352,Design of Digital Circuits and Systems,Regular 3 credit course offered only on campus,Reg,1.0,40,1.0,Submit this homework on CanvasPath. Grade is out of 100,91.0,1.0,Closed book exam for 100 marks,61.0,STAT415,Introduction to Mathematical Statistics,Regular 3 credit course offered only on campus,Reg,1.0,40,1.0,Submit this homework on CanvasPath. Grade is out of 100,93.0,1.0,Closed book exam for 100 marks,96.0,ECON201,Intermediate Microeconomic Analysis,Regular 3 credit course offered only on campus,Reg,1.0,30,1.0,Submit this homework on CanvasPath. Grade is out of 100,64.0,1.0,Closed book exam for 100 marks,77.0
Ila Emmerich,iem2812@lionstate.edu,20,6059,9387404641,M,North Canton,Connecticut,rzhtvxf3,361 E. Sierra Street ,CMPEN,CMPEN431,Introduction to Computer Architecture,Regular 3 credit course offered only on campus,Reg,2.0,30,1.0,Submit this homework on CanvasPath. Grade is out of 100,63.0,1.0,Closed book exam for 100 marks,77.0,CMPSC461,Programming Language Concepts,Regular 3 credit course offered only on campus,Reg,1.0,40,1.0,Submit this homework on CanvasPath. Grade is out of 100,65.0,1.0,Closed book exam for 100 marks,60.0,PHYS214,General Physics: Wave Motion and Quantum Physics,Regular 3 credit course offered only on campus,Reg,2.0,40,1.0,Submit this homework on CanvasPath. Grade is out of 100,61.0,1.0,Closed book exam for 100 marks,71.0
Ewald Koelpin,eko8983@lionstate.edu,19,32789,1865723259,F,Winter Park,Florida,7sgf01vp,185 E. Trenton Street ,CHEM,EE210,Continuous Time Linear Systems,Regular 3 credit course offered only on campus,Reg,2.0,30,1.0,Submit this homework on CanvasPath. Grade is out of 100,67.0,1.0,Closed book exam for 100 marks,89.0,CHEM112,Chemical Principles,Regular 3 credit course offered only on campus,Reg,2.0,30,1.0,Submit this homework on CanvasPath. Grade is out of 100,65.0,1.0,Closed book exam for 100 marks,97.0,PHYS214,General Physics: Wave Motion and Quantum Physics,Regular 3 credit course offered only on campus,Reg,1.0,30,1.0,Submit this homework on CanvasPath. Grade is out of 100,69.0,1.0,Closed book exam for 100 marks,80.0
Gerard Jakubowski DDS,gja2457@lionstate.edu,18,62548,2868392259,F,Mount Pulaski,Illinois,20u4p5x8,461 Heather Street ,ECON,EE352,Design of Digital Circuits and Systems,Regular 3 credit course offered only on campus,Reg,2.0,30,1.0,Submit this homework on CanvasPath. Grade is out of 100,66.0,1.0,Closed book exam for 100 marks,71.0,ECON101,Principles of Economics,Regular 3 credit course offered only on campus,Reg,2.0,30,1.0,Submit this homework on CanvasPath. Grade is out of 100,84.0,1.0,Closed book exam for 100 marks,73.0,CHEM111,Experimental Chemistry,Regular 3 credit course offered only on campus,Reg,1.0,30,1.0,Submit this homework on CanvasPath. Grade is out of 100,70.0,1.0,Closed book exam for 100 marks,88.0
Domingo Gulgowski,dgu6109@lionstate.edu,18,80302,8977296546,F,Boulder,Colorado,4qtlequ2,18 Lakeview Street ,IST,EE311,Devices and Circuits I,Regular 3 credit course offered only on campus,Reg,1.0,40,1.0,Submit this homework on CanvasPath. Grade is out of 100,80.0,1.0,Closed book exam for 100 marks,99.0,DS120,Python for data science,Regular 3 credit course offered only on campus,Reg,1.0,40,1.0,Submit this homework on CanvasPath. Grade is out of 100,64.0,1.0,Closed book exam for 100 marks,63.0,EE352,Design of Digital Circuits and Systems,Regular 3 credit course offered only on campus,Reg,2.0,40,1.0,Submit this homework on CanvasPath. Grade is out of 100,75.0,1.0,Closed book exam for 100 marks,82.0
Emmie Mosciski,emo2262@lionstate.edu,19,52156,3565062594,F,Luana,Iowa,rj6abnmm,182 Spring Street ,MATH,EE330,Energy Systems,Regular 3 credit course offered only on campus,Reg,2.0,30,1.0,Submit this homework on CanvasPath. Grade is out of 100,82.0,1.0,Closed book exam for 100 marks,61.0,CHEM112,Chemical Principles,Regular 3 credit course offered only on campus,Reg,2.0,30,1.0,Submit this homework on CanvasPath. Grade is out of 100,61.0,1.0,Closed book exam for 100 marks,77.0,EE320,Network Security and Cryptography,Regular 3 credit course offered only on campus,Reg,1.0,30,1.0,Submit this homework on CanvasPath. Grade is out of 100,70.0,1.0,Closed book exam for 100 marks,69.0
Dr. Buster Beahan,dbu9499@lionstate.edu,22,62928,3301492114,F,Eddyville,Illinois,qqnuxtqz,3 North Linden Ave. ,CMPSC,IST110,"Introduction to Information, People And Technology",Regular 3 credit course offered only on campus,Reg,2.0,30,1.0,Submit this homework on CanvasPath. Grade is out of 100,69.0,1.0,Closed book exam for 100 marks,69.0,CMPSC360,Discrete Mathematics for CMPSC,Regular 3 credit course offered only on campus,Reg,1.0,40,1.0,Submit this homework on CanvasPath. Grade is out of 100,82.0,1.0,Closed book exam for 100 marks,71.0,MATH230,Ordinary and Partial Differential Equations,Regular 3 credit course offered only on campus,Reg,2.0,40,1.0,Submit this homework on CanvasPath. Grade is out of 100,94.0,1.0,Closed book exam for 100 marks,74.0
